date,store_id,product_id,product_name,category,units_sold,unit_price,discount_pct,stock_on_hand,lead_time_days
2025-11-29,warsaw,laptop,Aster Pro Laptop,Computing,16,1199.0,0.0,1260,5
2025-11-30,warsaw,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,1248,5
2025-12-01,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1242,5
2025-12-02,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,1233,5
2025-12-03,warsaw,laptop,Aster Pro Laptop,Computing,12,1019.15,0.15,1221,5
2025-12-04,warsaw,laptop,Aster Pro Laptop,Computing,11,1019.15,0.15,1210,5
2025-12-05,warsaw,laptop,Aster Pro Laptop,Computing,15,1019.15,0.15,1195,5
2025-12-06,warsaw,laptop,Aster Pro Laptop,Computing,22,1019.15,0.15,1173,5
2025-12-07,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1167,5
2025-12-08,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1161,5
2025-12-09,warsaw,laptop,Aster Pro Laptop,Computing,14,1199.0,0.0,1147,5
2025-12-10,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,1143,5
2025-12-11,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,1133,5
2025-12-12,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,1461,5
2025-12-13,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1455,5
2025-12-14,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,1450,5
2025-12-15,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,1443,5
2025-12-16,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,1433,5
2025-12-17,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,1428,5
2025-12-18,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,1421,5
2025-12-19,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,1410,5
2025-12-20,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,1400,5
2025-12-21,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,1390,5
2025-12-22,warsaw,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,1378,5
2025-12-23,warsaw,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,1375,5
2025-12-24,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,1370,5
2025-12-25,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,1361,5
2025-12-26,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1691,5
2025-12-27,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,1680,5
2025-12-28,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1674,5
2025-12-29,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,1669,5
2025-12-30,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,1662,5
2025-12-31,warsaw,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,1650,5
2026-01-01,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1644,5
2026-01-02,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,1639,5
2026-01-03,warsaw,laptop,Aster Pro Laptop,Computing,16,1199.0,0.0,1623,5
2026-01-04,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,1616,5
2026-01-05,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,1605,5
2026-01-06,warsaw,laptop,Aster Pro Laptop,Computing,2,1199.0,0.0,1603,5
2026-01-07,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,1596,5
2026-01-08,warsaw,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,1593,5
2026-01-09,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,1921,5
2026-01-10,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,1914,5
2026-01-11,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,1907,5
2026-01-12,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,1899,5
2026-01-13,warsaw,laptop,Aster Pro Laptop,Computing,2,1199.0,0.0,1897,5
2026-01-14,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,1889,5
2026-01-15,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,1881,5
2026-01-16,warsaw,laptop,Aster Pro Laptop,Computing,13,1199.0,0.0,1868,5
2026-01-17,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,1862,5
2026-01-18,warsaw,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,1859,5
2026-01-19,warsaw,laptop,Aster Pro Laptop,Computing,5,1019.15,0.15,1854,5
2026-01-20,warsaw,laptop,Aster Pro Laptop,Computing,6,1019.15,0.15,1848,5
2026-01-21,warsaw,laptop,Aster Pro Laptop,Computing,1,1019.15,0.15,1847,5
2026-01-22,warsaw,laptop,Aster Pro Laptop,Computing,4,1019.15,0.15,1843,5
2026-01-23,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2171,5
2026-01-24,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2165,5
2026-01-25,warsaw,laptop,Aster Pro Laptop,Computing,2,1199.0,0.0,2163,5
2026-01-26,warsaw,laptop,Aster Pro Laptop,Computing,2,1199.0,0.0,2161,5
2026-01-27,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2156,5
2026-01-28,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2148,5
2026-01-29,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2140,5
2026-01-30,warsaw,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,2137,5
2026-01-31,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2129,5
2026-02-01,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,2125,5
2026-02-02,warsaw,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,2122,5
2026-02-03,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2117,5
2026-02-04,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,2113,5
2026-02-05,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,2106,5
2026-02-06,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,2435,5
2026-02-07,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2427,5
2026-02-08,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,2420,5
2026-02-09,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,2411,5
2026-02-10,warsaw,laptop,Aster Pro Laptop,Computing,2,1199.0,0.0,2409,5
2026-02-11,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,2400,5
2026-02-12,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2395,5
2026-02-13,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,2388,5
2026-02-14,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2382,5
2026-02-15,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2376,5
2026-02-16,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2368,5
2026-02-17,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2363,5
2026-02-18,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2357,5
2026-02-19,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,2350,5
2026-02-20,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,2677,5
2026-02-21,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,2668,5
2026-02-22,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2663,5
2026-02-23,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2658,5
2026-02-24,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2652,5
2026-02-25,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,2645,5
2026-02-26,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2639,5
2026-02-27,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2634,5
2026-02-28,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,2630,5
2026-03-01,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,2621,5
2026-03-02,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,2617,5
2026-03-03,warsaw,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,2605,5
2026-03-04,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2599,5
2026-03-05,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,2595,5
2026-03-06,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2923,5
2026-03-07,warsaw,laptop,Aster Pro Laptop,Computing,10,1019.15,0.15,2913,5
2026-03-08,warsaw,laptop,Aster Pro Laptop,Computing,12,1019.15,0.15,2901,5
2026-03-09,warsaw,laptop,Aster Pro Laptop,Computing,19,1019.15,0.15,2882,5
2026-03-10,warsaw,laptop,Aster Pro Laptop,Computing,10,1019.15,0.15,2872,5
2026-03-11,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,2868,5
2026-03-12,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,2863,5
2026-03-13,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,2853,5
2026-03-14,warsaw,laptop,Aster Pro Laptop,Computing,13,1199.0,0.0,2840,5
2026-03-15,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,2832,5
2026-03-16,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,2825,5
2026-03-17,warsaw,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,2822,5
2026-03-18,warsaw,laptop,Aster Pro Laptop,Computing,0,1199.0,0.0,2822,5
2026-03-19,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,2816,5
2026-03-20,warsaw,laptop,Aster Pro Laptop,Computing,13,1199.0,0.0,3139,5
2026-03-21,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,3134,5
2026-03-22,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,3124,5
2026-03-23,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3116,5
2026-03-24,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3109,5
2026-03-25,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3103,5
2026-03-26,warsaw,laptop,Aster Pro Laptop,Computing,1,1199.0,0.0,3102,5
2026-03-27,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,3092,5
2026-03-28,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3086,5
2026-03-29,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,3081,5
2026-03-30,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3075,5
2026-03-31,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3067,5
2026-04-01,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,3056,5
2026-04-02,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,3051,5
2026-04-03,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,3378,5
2026-04-04,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,3369,5
2026-04-05,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,3358,5
2026-04-06,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3352,5
2026-04-07,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,3342,5
2026-04-08,warsaw,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,3339,5
2026-04-09,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3333,5
2026-04-10,warsaw,laptop,Aster Pro Laptop,Computing,15,1199.0,0.0,3318,5
2026-04-11,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,3307,5
2026-04-12,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,3296,5
2026-04-13,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,3285,5
2026-04-14,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3279,5
2026-04-15,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3273,5
2026-04-16,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3267,5
2026-04-17,warsaw,laptop,Aster Pro Laptop,Computing,21,1199.0,0.0,3582,5
2026-04-18,warsaw,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,3570,5
2026-04-19,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3564,5
2026-04-20,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3558,5
2026-04-21,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,3549,5
2026-04-22,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,3539,5
2026-04-23,warsaw,laptop,Aster Pro Laptop,Computing,15,1019.15,0.15,3524,5
2026-04-24,warsaw,laptop,Aster Pro Laptop,Computing,16,1019.15,0.15,3508,5
2026-04-25,warsaw,laptop,Aster Pro Laptop,Computing,15,1019.15,0.15,3493,5
2026-04-26,warsaw,laptop,Aster Pro Laptop,Computing,11,1019.15,0.15,3482,5
2026-04-27,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3475,5
2026-04-28,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3467,5
2026-04-29,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3460,5
2026-04-30,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,3449,5
2026-05-01,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3778,5
2026-05-02,warsaw,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,3766,5
2026-05-03,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3760,5
2026-05-04,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,3751,5
2026-05-05,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3744,5
2026-05-06,warsaw,laptop,Aster Pro Laptop,Computing,16,1199.0,0.0,3728,5
2026-05-07,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3720,5
2026-05-08,warsaw,laptop,Aster Pro Laptop,Computing,18,1199.0,0.0,3702,5
2026-05-09,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3695,5
2026-05-10,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3687,5
2026-05-11,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3680,5
2026-05-12,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3672,5
2026-05-13,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3666,5
2026-05-14,warsaw,laptop,Aster Pro Laptop,Computing,13,1199.0,0.0,3653,5
2026-05-15,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,3979,5
2026-05-16,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,3970,5
2026-05-17,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,3959,5
2026-05-18,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3952,5
2026-05-19,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,3943,5
2026-05-20,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3935,5
2026-05-21,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,3930,5
2026-05-22,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3922,5
2026-05-23,warsaw,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,3910,5
2026-05-24,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3904,5
2026-05-25,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,3897,5
2026-05-26,warsaw,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,3891,5
2026-05-27,warsaw,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,3883,5
2026-05-28,warsaw,laptop,Aster Pro Laptop,Computing,13,1199.0,0.0,3870,5
2026-05-29,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,4195,5
2026-05-30,warsaw,laptop,Aster Pro Laptop,Computing,14,1199.0,0.0,4181,5
2026-05-31,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,4172,5
2026-06-01,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,4167,5
2026-06-02,warsaw,laptop,Aster Pro Laptop,Computing,4,1199.0,0.0,4163,5
2026-06-03,warsaw,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,4154,5
2026-06-04,warsaw,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,4147,5
2026-06-05,warsaw,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,4136,5
2026-06-06,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,4131,5
2026-06-07,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,4121,5
2026-06-08,warsaw,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,4116,5
2026-06-09,warsaw,laptop,Aster Pro Laptop,Computing,11,1019.15,0.15,4105,5
2026-06-10,warsaw,laptop,Aster Pro Laptop,Computing,10,1019.15,0.15,4095,5
2026-06-11,warsaw,laptop,Aster Pro Laptop,Computing,10,1019.15,0.15,4085,5
2026-06-12,warsaw,laptop,Aster Pro Laptop,Computing,12,1019.15,0.15,4409,5
2026-06-13,warsaw,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,21,5
2025-10-17,krakow,laptop,Aster Pro Laptop,Computing,11,1019.15,0.15,4724,5
2025-10-18,krakow,laptop,Aster Pro Laptop,Computing,17,1019.15,0.15,4707,5
2025-10-19,krakow,laptop,Aster Pro Laptop,Computing,7,1019.15,0.15,4700,5
2025-10-20,krakow,laptop,Aster Pro Laptop,Computing,9,1019.15,0.15,4691,5
2025-10-21,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,4681,5
2025-10-22,krakow,laptop,Aster Pro Laptop,Computing,14,1199.0,0.0,4667,5
2025-10-23,krakow,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,4656,5
2025-10-24,krakow,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,4650,5
2025-10-25,krakow,laptop,Aster Pro Laptop,Computing,14,1199.0,0.0,4636,5
2025-10-26,krakow,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,4631,5
2025-10-27,krakow,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,4626,5
2025-10-28,krakow,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,4618,5
2025-10-29,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,4608,5
2025-10-30,krakow,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,4602,5
2025-10-31,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,4928,5
2025-11-01,krakow,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,4916,5
2025-11-02,krakow,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,4910,5
2025-11-03,krakow,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,4902,5
2025-11-04,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,4892,5
2025-11-05,krakow,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,4883,5
2025-11-06,krakow,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,4874,5
2025-11-07,krakow,laptop,Aster Pro Laptop,Computing,15,1199.0,0.0,4859,5
2025-11-08,krakow,laptop,Aster Pro Laptop,Computing,15,1199.0,0.0,4844,5
2025-11-09,krakow,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,4835,5
2025-11-10,krakow,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,4823,5
2025-11-11,krakow,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,4818,5
2025-11-12,krakow,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,4811,5
2025-11-13,krakow,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,4808,5
2025-11-14,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,5134,5
2025-11-15,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,5124,5
2025-11-16,krakow,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,5119,5
2025-11-17,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,5109,5
2025-11-18,krakow,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,5103,5
2025-11-19,krakow,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,5095,5
2025-11-20,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,5085,5
2025-11-21,krakow,laptop,Aster Pro Laptop,Computing,16,1199.0,0.0,5069,5
2025-11-22,krakow,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,5061,5
2025-11-23,krakow,laptop,Aster Pro Laptop,Computing,6,1199.0,0.0,5055,5
2025-11-24,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,5045,5
2025-11-25,krakow,laptop,Aster Pro Laptop,Computing,11,1199.0,0.0,5034,5
2025-11-26,krakow,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,5029,5
2025-11-27,krakow,laptop,Aster Pro Laptop,Computing,5,1199.0,0.0,5024,5
2025-11-28,krakow,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,5352,5
2025-11-29,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,5342,5
2025-11-30,krakow,laptop,Aster Pro Laptop,Computing,3,1199.0,0.0,5339,5
2025-12-01,krakow,laptop,Aster Pro Laptop,Computing,17,1199.0,0.0,5322,5
2025-12-02,krakow,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,5315,5
2025-12-03,krakow,laptop,Aster Pro Laptop,Computing,10,1019.15,0.15,5305,5
2025-12-04,krakow,laptop,Aster Pro Laptop,Computing,10,1019.15,0.15,5295,5
2025-12-05,krakow,laptop,Aster Pro Laptop,Computing,16,1019.15,0.15,5279,5
2025-12-06,krakow,laptop,Aster Pro Laptop,Computing,14,1019.15,0.15,5265,5
2025-12-07,krakow,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,5257,5
2025-12-08,krakow,laptop,Aster Pro Laptop,Computing,12,1199.0,0.0,5245,5
2025-12-09,krakow,laptop,Aster Pro Laptop,Computing,7,1199.0,0.0,5238,5
2025-12-10,krakow,laptop,Aster Pro Laptop,Computing,10,1199.0,0.0,5228,5
2025-12-11,krakow,laptop,Aster Pro Laptop,Computing,8,1199.0,0.0,5220,5
2025-12-12,krakow,laptop,Aster Pro Laptop,Computing,9,1199.0,0.0,5547,5
